imdb_title_id,title,language,genre,director,top1000_voters_rating
tt2459160,Road to the Open,English,"Comedy, Drama",Cole Claassen,5.8
tt2481198,Sunshine on Leith,English,"Comedy, Drama, Musical",Dexter Fletcher,5.8
tt2481480,Rob the Mob,English,"Crime, Drama",Raymond De Felitta,5.8
tt2535470,Road of the Dead,English,"Action, Comedy, Horror",Kiah Roache-Turner,5.8
tt2577652,The President's Staff,English,"Sci-Fi, Thriller",Massimo Morini,5.8
tt2582502,Padri e figlie,English,Drama,Gabriele Muccino,5.8
tt2692250,Notte al museo - Il segreto del faraone,English,"Adventure, Comedy, Family",Shawn Levy,5.8
tt2708254,Life of a King,English,Drama,Jake Goldberger,5.8
tt2726560,La risposta Ì¬ nelle stelle,English,"Drama, Romance",George Tillman Jr.,5.8
tt2771506,The Perfect 46,English,"Drama, Sci-Fi",Brett Ryan Bonowicz,5.8
tt0078508,Il mistero di Wolf Lake,English,"Drama, Thriller",Burt Kennedy,5.8
tt0080377,Fai come ti pare,English,"Action, Comedy",Buddy Van Horn,5.8
tt0080671,Il bambino e il grande cacciatore,English,"Adventure, Drama",Peter Collinson,5.8
tt0080842,Harlequin,English,"Drama, Fantasy, Mystery",Simon Wincer,5.8
tt0080868,Li troverÌ? ad ogni costo,English,Drama,James Caan,5.8
tt0080888,Accordi sul palcoscenico,English,"Drama, Music, Romance",Jerry Schatzberg,5.8
tt0081060,Little Darlings,English,"Comedy, Drama",Ron Maxwell,5.8
tt0081073,Loophole,English,"Adventure, Crime, Drama",John Quested,5.8
tt0081674,UFOria,English,"Comedy, Sci-Fi",John Binder,5.8
tt0081687,Union City,English,"Comedy, Drama, Mystery",Marcus Reichert,5.8
tt0081748,Where the Buffalo Roam,English,"Biography, Comedy",Art Linson,5.8
tt0081809,Attacco: piattaforma Jennifer,English,"Action, Adventure, Thriller",Andrew V. McLaglen,5.8
tt0082200,Chiamami Aquila,English,"Comedy, Romance",Michael Apted,5.8
tt0082499,Paese selvaggio,English,Drama,David Greene,5.8
tt0082592,Just Before Dawn,English,"Horror, Thriller",Jeff Lieberman,5.8
tt0082733,Memoirs of a Survivor,English,Sci-Fi,David Gladwell,5.8
tt0082853,Solo quando rido,English,"Comedy, Drama",Glenn Jordan,5.8
tt0083138,Subway Riders,English,Thriller,Amos Poe,5.8
tt0083324,The White Lions,English,Drama,Mel Stuart,5.8
tt0083365,Zoot Suit,English,"Drama, Musical",Luis Valdez,5.8
tt0083517,Abuse,English,"Biography, Drama",Arthur J. Bressan Jr.,5.8
tt0083542,Nel buio da soli,English,"Horror, Thriller",Jack Sholder,5.8
tt0083564,Annie,English,"Comedy, Drama, Family",John Huston,5.8
tt0083694,Britannia Hospital,English,"Comedy, Sci-Fi",Lindsay Anderson,5.8
tt0083722,Il bacio della pantera,English,"Fantasy, Horror, Thriller",Paul Schrader,5.8
tt0083885,L'esperimento,English,"Drama, Mystery, Thriller",Alan Rudolph,5.8
tt0083962,Forty Deuce,English,Drama,Paul Morrissey,5.8
tt0084070,Hey Good Lookin',English,"Animation, Comedy, Drama",Ralph Bakshi,5.8
tt0084111,I'm Dancing as Fast as I Can,English,"Biography, Drama",Jack Hofsiss,5.8
tt0084117,If You Could See What I Hear,English,"Biography, Comedy, Drama",Eric Till,5.8
tt0084556,Il serpente alato,English,"Crime, Horror, Mystery",Larry Cohen,5.8
tt0084732,Una lama nel buio,English,"Crime, Drama, Mystery",Robert Benton,5.8
tt0085271,Brainstorm - Generazione elettronica,English,"Sci-Fi, Thriller",Douglas Trumbull,5.8
tt0085475,La banda di Eddie,English,"Drama, Music, Mystery",Martin Davidson,5.8
tt0085515,Eyes of Fire,English,"Horror, Western",Avery Crounse,5.8
tt0085606,The Gold Diggers,English,"Drama, Music",Sally Potter,5.8
tt0085871,Passione fatale,English,"Drama, Romance",Amy Holden Jones,5.8
tt0085979,My Breakfast with Blassie,English,Comedy,"Linda Lautrec, Johnny Legend",5.8
tt0086058,Osterman Weekend,English,"Action, Drama, Thriller",Sam Peckinpah,5.8
tt0086112,I pirati di Penzance,English,"Comedy, Musical, Romance",Wilford Leach,5.8
tt0086977,Bless Their Little Hearts,English,Drama,Billy Woodberry,5.8
tt0087100,China Blue,English,"Drama, Romance, Thriller",Ken Russell,5.8
tt0087233,Innamorarsi,English,"Drama, Romance",Ulu Grosbard,5.8
tt0087263,Firstborn,English,"Drama, Thriller",Michael Apted,5.8
tt0087550,Kidco,English,Comedy,Ron Maxwell,5.8
tt0087635,Anime gemelle,English,"Comedy, Romance",Arthur Hiller,5.8
tt0087730,L'ultimo sole d'estate,English,Drama,Jerry Schatzberg,5.8
tt0087844,One Night Stand,English,"Comedy, Drama, Music",John Duigan,5.8
tt0087980,Il filo del rasoio,English,"Drama, Romance, War",John Byrum,5.8
tt0088034,Sam's Son,English,Drama,Michael Landon,5.8
tt0088195,Prostituzione,English,"Action, Drama, Thriller",Joan Freeman,5.8
tt0088213,Tempo di swing,English,"Drama, Romance, War",Jonathan Demme,5.8
tt0088242,Teachers,English,"Comedy, Drama",Arthur Hiller,5.8
tt0088689,Alamo Bay,English,"Action, Drama, Romance",Louis Malle,5.8
tt0088722,The Angelic Conversation,English,Drama,Derek Jarman,5.8
tt0088876,"Uomini, cavalli, scommesse e truffe",English,"Adventure, Comedy",Ian Mune,5.8
tt0089463,Latino,English,"Drama, War",Haskell Wexler,5.8
tt0089470,La leggenda di Billie Jean,English,"Action, Drama",Matthew Robbins,5.8
tt0089489,Space Vampires,English,"Action, Horror, Mystery",Tobe Hooper,5.8
tt0089697,No Surrender,English,Comedy,Peter Smith,5.8
tt0089816,Plenty,English,Drama,Fred Schepisi,5.8
tt0089901,Il mio nome Ì¬ Remo Williams,English,"Action, Adventure, Comedy",Guy Hamilton,5.8
tt0090112,Sylvester,English,"Drama, Family",Tim Hunter,5.8
tt0090270,Crazy for You,English,"Drama, Romance, Sport",Harold Becker,5.8
tt0090583,A proposito della notte scorsa...,English,"Comedy, Drama, Romance",Edward Zwick,5.8
tt0090655,Pesce d'Aprile,English,"Horror, Mystery",Fred Walton,5.8
tt0090710,Belizaire the Cajun,English,"Drama, History, Romance",Glen Pitre,5.8
tt0090840,The Christmas Star,English,"Drama, Family",Alan Shapiro,5.8
tt0090886,Crimini del cuore,English,"Comedy, Drama",Bruce Beresford,5.8
tt0091068,Medico per forza,English,Comedy,Ronald Neame,5.8
tt0091069,Fortress,English,"Action, Adventure, Thriller",Arch Nicholson,5.8
tt0091159,Gung Ho - Arrivano i giapponesi,English,"Comedy, Drama",Ron Howard,5.8
tt0091223,Chi Ì¬ sepolto in quella casa?,English,"Comedy, Fantasy, Horror",Steve Miner,5.8
tt0091396,Pericolosamente insieme,English,"Comedy, Crime, Romance",Ivan Reitman,5.8
tt0091464,Malcolm,English,"Comedy, Crime, Sci-Fi",Nadia Tass,5.8
tt0091810,Il mistero del lago scuro,English,"Adventure, Drama, Family","Brian Trenchard-Smith, Russell Hagg",5.8
tt0091834,Red Headed Stranger,English,Western,William D. Wittliff,5.8
tt0091859,"Rita, Sue e Bob in piÌ?",English,"Comedy, Drama",Alan Clarke,5.8
tt0092079,CosÌÂ Ì¬ la vita,English,"Comedy, Drama",Blake Edwards,5.8
tt0092156,Vendetta,English,"Action, Drama",Bruce Logan,5.8
tt0092636,Rapina al computer,English,"Crime, Drama",Richard Loncraine,5.8
tt0092751,China Girl,English,"Crime, Drama, Romance",Abel Ferrara,5.8
tt0092796,Creepshow 2,English,"Fantasy, Horror",Michael Gornick,5.8
tt0093253,Il pomo di Adamo,English,"Comedy, Romance",Phil Alden Robinson,5.8
tt0093338,Kenny,English,"Biography, Drama",Claude Gagnon,5.8
tt0093562,Un mese in campagna,English,Drama,Pat O'Connor,5.8
tt0094137,Tre scapoli e un bebÌ¬,English,"Comedy, Drama, Family",Leonard Nimoy,5.8
tt0094631,Alien nation,English,"Action, Sci-Fi",Graham Baker,5.8
tt0094882,Il grande cuore di Clara,English,Drama,Robert Mulligan,5.8
tt0094933,D.O.A. - Cadavere in arrivo,English,"Mystery, Thriller","Annabel Jankel, Rocky Morton",5.8
tt0095182,Il principe ranocchio,English,"Drama, Family, Fantasy",Jackson Hunsicker,5.8
tt0095188,L'allegra fattoria,English,Comedy,George Roy Hill,5.8
tt0095294,Hellbound: Hellraiser II - Prigionieri dell'inferno,English,"Horror, Thriller",Tony Randel,5.8
tt0095333,Labirinto mortale,English,Thriller,Peter Yates,5.8
tt0095348,"Scappa, scappa... poi ti prendo!",English,"Action, Comedy, Crime",Keenen Ivory Wayans,5.8
tt0095652,Monkey Shines - Esperimento nel terrore,English,"Drama, Horror, Sci-Fi",George A. Romero,5.8
tt0095665,Mr. North,English,"Comedy, Drama",Danny Huston,5.8
tt0095690,Mystic Pizza,English,"Comedy, Drama, Romance",Donald Petrie,5.8
tt0095806,L'ultima scelta di Max,English,"Comedy, Drama, Music",Allan A. Goldstein,5.8
tt0095875,Un poliziotto al college,English,"Comedy, Mystery, Romance",Martha Coolidge,5.8
tt0095897,Il presidio - Scena di un crimine,English,"Action, Crime, Mystery",Peter Hyams,5.8
tt0096171,Il sentiero dei ricordi,English,"Drama, Romance, Sport","Steven Kampmann, William Porter",5.8
tt0096943,Scandalo Blaze,English,"Biography, Drama",Ron Shelton,5.8
tt0783551,The Mirror,English,"Drama, Mystery",Stephen Eckelberry,5.8
tt0790686,Riflessi di paura,English,"Horror, Mystery",Alexandre Aja,5.8
tt0791076,Freedom State,English,Comedy,Cullen Hoback,5.8
tt0805570,Prossima fermata: l'inferno,English,"Horror, Mystery, Thriller",RyÌÈhei Kitamura,5.8
tt0808279,Funny Games,English,"Crime, Drama, Thriller",Michael Haneke,5.8
tt0809931,Noise,English,"Crime, Drama, Mystery",Matthew Saville,5.8
tt0810922,Take Me Home Tonight,English,"Comedy, Drama, Romance",Michael Dowse,5.8
tt0814130,The Hammer,English,"Comedy, Romance, Sport",Charles Herman-Wurmfeld,5.8
tt0819723,Islander,English,Drama,Ian McCrudden,5.8
tt0828158,The Take - Falso indiziato,English,"Action, Crime, Drama",Brad Furman,5.8
tt0840406,"War Eagle, Arkansas",English,Drama,Robert Milazzo,5.8
tt0846308,Kit Kittredge: An American Girl,English,"Comedy, Drama, Family",Patricia Rozema,5.8
tt0847167,The Girl in the Park,English,Drama,David Auburn,5.8
tt0848592,Last Train to Freo,English,"Drama, Thriller",Jeremy Sims,5.8
tt0859644,The Village Barbershop,English,"Comedy, Drama",Chris J. Ford,5.8
tt0880578,Nella rete del serial killer,English,"Crime, Mystery, Thriller",Gregory Hoblit,5.8
tt0881934,The Killing of John Lennon,English,"Crime, Drama",Andrew Piddington,5.8
tt0882113,Looking for Palladin,English,Comedy,Andrzej Krakowski,5.8
tt0882969,The Golden Boys,English,"Comedy, Romance",Daniel Adams,5.8
tt0892429,The Seven of Daran: The Battle of Pareo Rock,English,Family,Lourens Blok,5.8
tt0896798,Cleaner,English,"Crime, Mystery, Thriller",Renny Harlin,5.8
tt0902279,Entry Level,English,"Comedy, Drama",Douglas Horn,5.8
tt0930071,Last Stop for Paul,English,Comedy,Neil Mandt,5.8
tt0954947,The Killer Inside Me,English,"Crime, Drama, Thriller",Michael Winterbottom,5.8
tt0954990,The Yellow Handkerchief,English,"Drama, Romance",Udayan Prasad,5.8
tt0967945,The Merry Gentleman,English,"Crime, Drama, Thriller",Michael Keaton,5.8
tt0983909,Real Time,English,"Comedy, Drama",Randall Cole,5.8
tt0997152,The Experiment,English,"Drama, Thriller",Paul Scheuring,5.8
tt0999872,Christmas Cottage,English,"Biography, Drama",Michael Campus,5.8
tt1001508,La veritÌÊ Ì¬ che non gli piaci abbastanza,English,"Comedy, Drama, Romance",Ken Kwapis,5.8
tt1003034,Perrier's Bounty,English,"Action, Comedy, Crime",Ian Fitzgibbon,5.8
tt1018818,The Assassination - Al centro del complotto,English,"Comedy, Crime, Mystery",Brett Simon,5.8
tt1020543,Infestation,English,"Action, Adventure, Comedy",Kyle Rankin,5.8
tt1027862,Swing Vote - Un uomo da 300 milioni di voti,English,"Comedy, Drama",Joshua Michael Stern,5.8
tt1032751,The Warrior's Way,English,"Action, Fantasy, Western",Sngmoo Lee,5.8
tt1037090,Frost,English,"Comedy, Drama, Romance",Steve Clark,5.8
tt1049402,Urlo,English,"Biography, Drama, Romance","Rob Epstein, Jeffrey Friedman",5.8
tt10521814,K-12,English,"Fantasy, Horror, Musical","Melanie Martinez, Alissa Torvinen",5.8
tt1056441,Tru Loved,English,"Comedy, Drama, Romance",Stewart Wade,5.8
tt1060255,The Horseman,English,"Crime, Thriller",Steven Kastrissios,5.8
tt1067084,Ready? OK!,English,Comedy,James Vasquez,5.8
tt10713402,Giants Being Lonely,English,"Drama, Sport",Grear Patterson,5.8
tt10958102,Our Scripted Life,English,Comedy,David Towner,5.8
tt1118660,The Calling,English,"Comedy, Drama",Jan Dunn,5.8
tt1121931,Crank: High Voltage,English,"Action, Thriller","Mark Neveldine, Brian Taylor",5.8
tt1130087,16 to Life,English,"Comedy, Romance",Becky Smith,5.8
tt1133989,Medicine for Melancholy,English,"Drama, Romance",Barry Jenkins,5.8
tt1172998,Hurricane Season,English,"Drama, Sport",Tim Story,5.8
tt1183665,Cracks,English,"Drama, Thriller",Jordan Scott,5.8
tt1186367,Ninja Assassin,English,"Action, Thriller",James McTeigue,5.8
tt1199561,Two Million Stupid Women,English,Comedy,Jamie Neese,5.8
tt1205535,The Rebound - Ricomincio dall'amore,English,"Comedy, Romance",Bart Freundlich,5.8
tt1213648,London Boulevard,English,"Crime, Drama",William Monahan,5.8
tt1225822,Extract,English,"Comedy, Crime, Romance",Mike Judge,5.8
tt1229340,Anchorman 2 - Fotti la notizia,English,Comedy,Adam McKay,5.8
tt1238298,"On the Other Hand, Death",English,"Crime, Drama, Mystery",Ron Oliver,5.8
tt1242432,I Spit on Your Grave,English,"Horror, Thriller",Steven R. Monroe,5.8
tt1244659,Misure straordinarie,English,Drama,Tom Vaughan,5.8
tt1251360,The Nothing Men,English,"Drama, Thriller",Mark Fitzpatrick,5.8
tt1253863,300 - L'alba di un impero,English,"Action, Drama",Noam Murro,5.8
tt1291570,Premonitions,English,"Crime, Drama, Mystery",Afonso Poyart,5.8
tt1297919,Blitz,English,"Action, Crime, Thriller",Elliott Lester,5.8
tt1300155,Alabama Moon,English,"Drama, Family",Tim McCanlies,5.8
tt0097116,Cugini,English,"Comedy, Romance",Joel Schumacher,5.8
tt0097142,Dad - PapÌÊ,English,"Comedy, Drama",Gary David Goldberg,5.8
tt0097366,Fletch - Cronista d'assalto,English,"Comedy, Crime, Mystery",Michael Ritchie,5.8
tt0097417,L'orologiaio,English,"Drama, History, Thriller",Klaus Maria Brandauer,5.8
tt0097457,Great Balls of Fire! - Vampate di fuoco,English,"Biography, Drama, Music",Jim McBride,5.8
tt0097458,Corso di anatomia,English,Drama,Thom Eberhardt,5.8
tt0097567,Legami di famiglia,English,Drama,Jonathan Kaplan,5.8
tt0097570,Vietnam - VeritÌÊ da dimenticare,English,"Drama, Romance, War",Norman Jewison,5.8
tt0097818,Malarek,English,"Action, Biography",Roger Cardinal,5.8
tt0098068,Pranzo misterioso,English,"Comedy, Horror, Mystery",Bob Balaban,5.8
tt0098112,Oltre la riserva,English,Drama,Jonathan Wacks,5.8
tt0098190,Resurrected,English,"Drama, War",Paul Greengrass,5.8
tt0098330,Signs of Life,English,Drama,John David Coles,5.8
tt0098383,Scelta di vita,English,"Comedy, Drama",Lee Grant,5.8
tt0098615,Le ragioni del cuore,English,Drama,Dominique Deruddere,5.8
tt0098638,Quando vennero le balene,English,Drama,Clive Rees,5.8
tt0099141,Due nel mirino,English,"Action, Comedy",John Badham,5.8
tt0099242,Doppio inferno,English,"Biography, Drama",Mick Jackson,5.8
tt0099300,Convicts,English,Drama,Peter Masterson,5.8
tt0099377,Deadbeat at Dawn,English,"Action, Crime, Horror",Jim Van Bebber,5.8
tt0099634,The Garden,English,Drama,Derek Jarman,5.8
tt0099796,Horseplayer,English,"Drama, Thriller",Kurt Voss,5.8
tt0100161,Mister Frost,English,"Drama, Horror, Thriller",Philippe Setbon,5.8
tt0100619,Silent Scream,English,"Biography, Crime, Drama",David Hayman,5.8
tt0101252,Perseguitato dalla fortuna,English,"Comedy, Drama",George Gallo,5.8
tt0101324,Le amiche americane,English,"Comedy, Drama",Tristram Powell,5.8
tt0101371,Articolo 99,English,"Drama, Comedy",Howard Deutch,5.8
tt0101578,China Cry: A True Story,English,"Biography, Drama, History",James F. Collier,5.8
tt0102178,K2 - L'ultima sfida,English,"Adventure, Drama, Sport",Franc Roddam,5.8
tt0102493,My Heroes Have Always Been Cowboys,English,"Drama, Western",Stuart Rosenberg,5.8
tt0102757,Sacrificio fatale,English,"Drama, Mystery",Michael Tolkin,5.8
tt0102969,Spotswood,English,"Comedy, Drama",Mark Joffe,5.8
tt0103010,Surviving Desire,English,"Comedy, Drama, Romance",Hal Hartley,5.8
tt0103640,Alan & Naomi,English,"Drama, Family",Sterling Van Wagenen,5.8
tt0103926,Careful,English,"Comedy, Drama, Romance",Guy Maddin,5.8
tt0104033,Crush,English,Drama,Alison Maclean,5.8
tt0104346,I gladiatori della strada,English,"Action, Drama, Sport",Rowdy Herrington,5.8
tt0104423,Hit the Dutchman,English,"Crime, Drama",Menahem Golan,5.8
tt0104448,The Hours and Times,English,"Drama, Music",Christopher Munch,5.8
tt0104697,Fuga per un sogno,English,"Comedy, Drama",Edward Zwick,5.8
tt0104839,Mato Grosso,English,"Adventure, Drama, Romance",John McTiernan,5.8
tt0104868,Stoffa da campioni,English,"Comedy, Drama, Family",Stephen Herek,5.8
tt0105187,Occhio indiscreto,English,"Crime, Drama, Romance",Howard Franklin,5.8
tt0105214,L'uomo della stazione,English,"Drama, Romance",Michael Whyte,5.8
tt0105572,Calde notti d'estate,English,"Drama, Romance",Craig Bolotin,5.8
tt0106440,Blue Flame,English,"Drama, Sci-Fi",Cassian Elwes,5.8
tt0106579,"Clean, Shaven",English,"Crime, Drama, Thriller",Lodge Kerrigan,5.8
tt0107148,La voce del silenzio,English,Drama,Michael Lessac,5.8
tt0107247,Un eroe piccolo piccolo,English,"Comedy, Drama",Marshall Herskovitz,5.8
tt0107276,Jona che visse nella balena,English,Drama,Roberto Faenza,5.8
tt0107445,The Lotus Eaters,English,Drama,Paul Shapiro,5.8
tt0107604,Morning Glory,English,Drama,Steven Hilliard Stern,5.8
tt0107937,Sole rosso sangue,English,Action,Francis Megahy,5.8
tt0108260,Suture,English,"Drama, Thriller","Scott McGehee, David Siegel",5.8
tt0108265,Swing Kids - Giovani ribelli,English,"Drama, Music",Thomas Carter,5.8
tt0108420,Two Small Bodies,English,"Crime, Drama, Romance",Beth B,5.8
tt0108473,The Vanishing - Scomparsa,English,"Drama, Horror, Mystery",George Sluizer,5.8
tt0108528,Colpo grosso a Little Italy,English,"Comedy, Crime",James Lemmo,5.8
tt0108557,Il grande fiume del Nord,English,Drama,Jay Craven,5.8
tt0109034,Al di lÌÊ di ogni sospetto,English,"Drama, Thriller",Steven Schachter,5.8
tt0109035,Above the Rim,English,"Crime, Drama, Sport",Jeff Pollack,5.8
tt0109297,Occhi nelle tenebre,English,"Crime, Drama, Mystery",Michael Apted,5.8
tt0109635,Rivelazioni,English,"Drama, Thriller",Barry Levinson,5.8
tt0109816,Floundering,English,Comedy,Peter McCarthy,5.8
tt0109823,For the Moment,English,"Romance, War, Drama",Aaron Kim Johnston,5.8
tt0109936,Caro zio Joe,English,Comedy,Jonathan Lynn,5.8
tt0109951,"Cara, insopportabile Tess",English,"Comedy, Drama",Hugh Wilson,5.8
tt0110115,Crimini immaginari,English,"Biography, Drama",Anthony Drazan,5.8
tt0110213,Mowgli - Il libro della giungla,English,"Adventure, Family, Romance",Stephen Sommers,5.8
tt0110358,Lion Strike,English,"Action, Crime, Thriller","Rick Jacobson, Joe Hart",5.8
tt0110364,Piccoli campioni,English,"Comedy, Family, Sport",Duwayne Dunham,5.8
tt0110733,Giustizia a mani nude,English,"Action, Crime",Cirio H. Santiago,5.8
tt0111054,Ritrovarsi,English,Drama,Robert Allan Ackerman,5.8
tt0111201,Sirens - Sirene,English,"Comedy, Drama, Romance",John Duigan,5.8
tt0111271,Il guerriero del falco,English,"Adventure, Biography, Drama",Xavier Koller,5.8
tt0111454,"Tom & Viv - nel bene, nel male, per sempre",English,"Biography, Drama, Romance",Brian Gilbert,5.8
tt0112575,Con gli occhi dell'amore,English,Drama,David Mackay,5.8
tt0112586,Fratelli nei guai,English,"Comedy, Drama",Udayan Prasad,5.8
tt0112844,Hello Denise!,English,Comedy,Hal Salwen,5.8
tt0112950,Empire Records,English,"Comedy, Drama, Music",Allan Moyle,5.8
tt0113044,Festa di luglio,English,"Crime, Drama, Mystery",Christopher Menaul,5.8
tt0113097,Forget Paris,English,"Comedy, Romance",Billy Crystal,5.8
tt0113101,Four Rooms,English,Comedy,"Allison Anders, Alexandre Rockwell",5.8
tt0177888,King of the Jungle,English,"Crime, Drama, Thriller",Seth Zvi Rosenfeld,5.8
tt0178043,Stranger Than Fiction - Un incubo senza fine,English,"Thriller, Comedy",Eric Bross,5.8
tt0178860,Verdetto bianco,English,"Crime, Drama, Mystery",Gavin Hood,5.8
tt0180181,Soft Fruit,English,"Comedy, Drama",Christina Andreef,5.8
tt0181739,Osmosis Jones,English,"Animation, Action, Adventure","Bobby Farrelly, Peter Farrelly",5.8
tt0188128,Very Annie Mary,English,"Comedy, Musical",Sara Sugarman,5.8
tt0192013,A Fare to Remember,English,Comedy,James Yukich,5.8
tt0193135,Enemies of Laughter,English,"Comedy, Romance",Joey Travolta,5.8
tt0193837,The Corndog Man,English,Drama,Andrew Shea,5.8
tt0195593,Chapter Zero,English,Comedy,Aaron Mendelsohn,5.8
tt0198586,Giustizia sommaria,English,"Drama, Thriller",Stephen Tolkin,5.8
tt0200027,I ragazzi della mia vita,English,"Biography, Comedy, Drama",Penny Marshall,5.8
tt0200530,Chuck & Buck,English,"Comedy, Drama",Miguel Arteta,5.8
tt0201020,The Rising Place,English,Drama,Tom Rice,5.8
tt0202856,Double Parked,English,"Comedy, Drama",Stephen Kinsella,5.8
tt0209055,Janice Beard: segretaria in carriera,English,Comedy,Clare Kilner,5.8
tt0210943,La fidanzata ideale,English,Comedy,Eric Styles,5.8
tt0212604,Tully,English,Drama,Hilary Birmingham,5.8
tt0212772,The Annihilation of Fish,English,Romance,Charles Burnett,5.8
tt0213121,New Waterford Girl,English,Comedy,Allan Moyle,5.8
tt0213985,Destiny's Bride,English,"Drama, Romance",Vic Sarin,5.8
tt0216216,Il 6å¡ giorno,English,"Action, Mystery, Sci-Fi",Roger Spottiswoode,5.8
tt0216279,Wild About Harry,English,"Romance, Comedy, Drama",Declan Lowney,5.8
tt0219469,Above Suspicion,English,Drama,Stephen La Rocque,5.8
tt0222293,Possible Worlds,English,"Mystery, Sci-Fi, Crime",Robert Lepage,5.8
tt0222724,Anne Frank's Diary,English,"Animation, Biography, Drama",Julian Y. Wolff,5.8
tt0223744,The Mistress Club,English,"Drama, Romance",Cybil Richards,5.8
tt0223954,The Prime Gig,English,Drama,Gregory Mosher,5.8
tt0227984,Codice 51,English,"Action, Comedy, Crime",Ronny Yu,5.8
tt0229625,One More Kiss,English,"Drama, Romance",Vadim Jean,5.8
tt0229752,Straight Right,English,Drama,P. David Ebersole,5.8
tt0232632,Shiner - Diamante,English,"Crime, Drama, Thriller",John Irvin,5.8
tt0239986,I marciapiedi di New York,English,"Comedy, Romance",Edward Burns,5.8
tt0240340,The Angel Doll,English,Drama,Alexander Johnston,5.8
tt0242888,Piccolo dizionario amoroso,English,"Drama, Romance",Guy Jenkin,5.8
tt0243554,Un giorno rosso sangue,English,"Action, Mystery, Thriller",Scott Reynolds,5.8
tt0243931,Posta del cuore,English,"Comedy, Romance",Steve Rash,5.8
tt0247512,The Medicine Show,English,"Comedy, Drama, Romance",Wendell Morris,5.8
tt0249846,Nobody Needs to Know,English,Drama,Azazel Jacobs,5.8
tt0250224,Crazy/Beautiful,English,"Drama, Romance",John Stockwell,5.8
tt0250625,Way Off Broadway,English,Drama,Dan Kay,5.8
tt0251075,Evolution,English,"Comedy, Sci-Fi",Ivan Reitman,5.8
tt0251127,Come farsi lasciare in 10 giorni,English,"Comedy, Romance",Donald Petrie,5.8
tt0251191,The Low Down,English,Drama,Jamie Thraves,5.8
tt0256380,Amore a prima svista,English,"Comedy, Drama, Fantasy","Bobby Farrelly, Peter Farrelly",5.8
tt0257935,Morlang,English,Drama,Tjebbo Penning,5.8
tt0259017,Swimming Upstream,English,Drama,Robert J. Emery,5.8
tt0260924,A Gentleman's Game,English,"Drama, Sport",J. Mills Goodloe,5.8
tt0266391,Hollywood Confidential,English,"Drama, Romance",Peter Bogdanovich,5.8
tt0268437,The Man Who Sued God,English,"Comedy, Drama, Romance",Mark Joffe,5.8
tt0269095,Colpevole d'omicidio,English,"Crime, Drama, Mystery",Michael Caton-Jones,5.8
tt0273851,My Kingdom,English,"Drama, Crime",Don Boyd,5.8
tt0275527,A Month of Sundays,English,Drama,Stewart Raffill,5.8
tt0276613,Waiting for Godot,English,Drama,Michael Lindsay-Hogg,5.8
tt0277895,Mickey,English,"Drama, Sport",Hugh Wilson,5.8
tt0279111,Gods and Generals,English,"Biography, Drama, History",Ron Maxwell,5.8
tt0280380,24 ore,English,"Action, Crime, Drama",Luis Mandoki,5.8
tt0285086,Farewell to Harry,English,Drama,Garrett Bennett,5.8
tt0285534,Dunsmore,English,Drama,Peter Spirer,5.8
tt0285963,Queenie in Love,English,"Comedy, Romance",Amos Kollek,5.8
tt0288263,Tom e Thomas - Un solo destino,English,Family,EsmÌ© Lammers,5.8
tt0291341,Mean Machine,English,"Comedy, Crime, Drama",Barry Skolnick,5.8
tt0292527,Green Card Fever,English,"Comedy, Drama, Romance",Bala Rajasekharuni,5.8
tt0295605,Going Shopping,English,"Drama, Romance",Henry Jaglom,5.8
tt0295700,Wrong Turn - Il bosco ha fame,English,"Horror, Thriller",Rob Schmidt,5.8
tt0301684,C'era una volta in Inghilterra,English,"Comedy, Drama, Romance",Shane Meadows,5.8
tt0306069,The Singles Ward,English,"Comedy, Drama, Romance",Kurt Hale,5.8
tt0307109,The Lost Skeleton of Cadavra,English,"Comedy, Horror, Sci-Fi",Larry Blamire,5.8
tt0307351,Prey for Rock & Roll,English,"Drama, Music",Alex Steyermark,5.8
tt0310357,Willard il paranoico,English,"Drama, Horror, Thriller",Glen Morgan,5.8
tt0311614,Out of Step,English,Drama,Ryan Little,5.8
tt0314039,The Event,English,Drama,Thom Fitzgerald,5.8
tt0314871,Washington Heights,English,"Drama, Romance",Alfredo Rodriguez de Villa,5.8
tt0318155,Looney Tunes: Back in Action,English,"Animation, Adventure, Comedy","Joe Dante, Eric Goldberg",5.8
tt0322659,Northfork,English,"Drama, Fantasy",Michael Polish,5.8
tt0323642,"Pimpi, piccolo grande eroe",English,"Animation, Adventure, Comedy",Francis Glebas,5.8
tt0323939,Shade - Carta vincente,English,"Crime, Thriller",Damian Nieman,5.8
tt0327210,Uncle Nino,English,"Comedy, Drama, Family",Robert Shallcross,5.8
tt0328031,King of the Ants,English,"Crime, Drama, Thriller",Stuart Gordon,5.8
tt0328828,American Pie - Il matrimonio,English,Comedy,Jesse Dylan,5.8
tt0329393,Mr. and Mrs. Iyer,English,Drama,Aparna Sen,5.8
tt0331952,In ostaggio,English,"Drama, Mystery, Thriller",Pieter Jan Brugge,5.8
tt0335013,The Company,English,"Drama, Music, Romance",Robert Altman,5.8
tt0337876,Birth - Io sono Sean,English,"Drama, Fantasy, Mystery",Jonathan Glazer,5.8
tt0338133,Dandelion,English,"Drama, Romance",Mark Milgard,5.8
